gene	spkg_name	filepath	description
phrog_13164	phrog_13164	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13164.hmm	ATPase
phrog_13168	phrog_13168	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13168.hmm	terminase
phrog_13169	phrog_13169	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13169.hmm	DNA polymerase
phrog_13172	phrog_13172	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13172.hmm	HTH DNA binding protein
phrog_13173	phrog_13173	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13173.hmm	tail fiber protein
phrog_13191	phrog_13191	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13191.hmm	holin
phrog_13196	phrog_13196	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13196.hmm	major tail protein
phrog_13211	phrog_13211	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13211.hmm	baseplate hub subunit and tail lysozyme
phrog_13217	phrog_13217	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13217.hmm	minor tail protein
phrog_13229	phrog_13229	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13229.hmm	tail fiber protein
phrog_13246	phrog_13246	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13246.hmm	replisome organizer
phrog_13249	phrog_13249	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13249.hmm	holin
phrog_13257	phrog_13257	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13257.hmm	head maturation protease
phrog_13258	phrog_13258	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13258.hmm	virion structural protein
phrog_13286	phrog_13286	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13286.hmm	tail protein
phrog_13289	phrog_13289	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13289.hmm	tail protein
phrog_13294	phrog_13294	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13294.hmm	lipoprotein
phrog_13339	phrog_13339	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13339.hmm	tail length tape measure protein
phrog_13349	phrog_13349	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13349.hmm	virion structural protein
phrog_13352	phrog_13352	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13352.hmm	minor tail protein
phrog_13377	phrog_13377	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13377.hmm	virion structural protein
phrog_13382	phrog_13382	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13382.hmm	transmembrane protein
phrog_13388	phrog_13388	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13388.hmm	tail collar fiber protein
phrog_13392	phrog_13392	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13392.hmm	endolysin
phrog_13404	phrog_13404	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13404.hmm	holin
phrog_13423	phrog_13423	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13423.hmm	exonuclease
phrog_13431	phrog_13431	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13431.hmm	virion structural protein
phrog_13438	phrog_13438	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13438.hmm	tail tube protein
phrog_13449	phrog_13449	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13449.hmm	transglycosylase
phrog_13453	phrog_13453	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13453.hmm	nuclease
phrog_13463	phrog_13463	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13463.hmm	endolysin
phrog_13470	phrog_13470	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13470.hmm	HNH endonuclease
phrog_13479	phrog_13479	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13479.hmm	tail fiber protein
phrog_13480	phrog_13480	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13480.hmm	endolysin
phrog_13481	phrog_13481	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13481.hmm	tail fiber protein
phrog_13484	phrog_13484	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13484.hmm	virion structural protein
phrog_13496	phrog_13496	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13496.hmm	thioredoxin domain
phrog_13505	phrog_13505	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13505.hmm	methyltransferase
phrog_13515	phrog_13515	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13515.hmm	phosphodiesterase
phrog_13564	phrog_13564	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13564.hmm	minor tail protein
phrog_13565	phrog_13565	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13565.hmm	tail protein
phrog_13571	phrog_13571	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13571.hmm	virion structural protein
phrog_13572	phrog_13572	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13572.hmm	tail protein with lysin activity
phrog_13576	phrog_13576	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13576.hmm	methyltransferase
phrog_13578	phrog_13578	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13578.hmm	dihydrofolate reductase
phrog_13590	phrog_13590	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13590.hmm	kinase
phrog_13624	phrog_13624	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13624.hmm	hydrolase
phrog_13643	phrog_13643	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13643.hmm	helicase
phrog_13671	phrog_13671	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13671.hmm	DNA methyltransferase
phrog_13674	phrog_13674	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13674.hmm	tail length tape measure protein
phrog_13676	phrog_13676	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13676.hmm	head closure
phrog_13682	phrog_13682	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13682.hmm	holin
phrog_13702	phrog_13702	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13702.hmm	terminase large subunit
phrog_13704	phrog_13704	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13704.hmm	virion structural protein
phrog_13712	phrog_13712	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13712.hmm	holin
phrog_13714	phrog_13714	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13714.hmm	tail fiber protein
phrog_13728	phrog_13728	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13728.hmm	acetyltransferase
phrog_13742	phrog_13742	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13742.hmm	peptidase
phrog_13745	phrog_13745	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13745.hmm	Ig domain containing protein
phrog_13751	phrog_13751	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13751.hmm	helicase
phrog_13758	phrog_13758	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13758.hmm	tail fiber protein
phrog_13764	phrog_13764	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13764.hmm	virion structural protein
phrog_13768	phrog_13768	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13768.hmm	tail protein
phrog_13781	phrog_13781	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13781.hmm	tail spike protein
phrog_13790	phrog_13790	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13790.hmm	DNA ligase
phrog_13819	phrog_13819	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13819.hmm	gpCom control of modification
phrog_13838	phrog_13838	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13838.hmm	ATP-dependent protease
phrog_13839	phrog_13839	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13839.hmm	DNA polymerase
phrog_13857	phrog_13857	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13857.hmm	tail protein
phrog_13862	phrog_13862	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13862.hmm	endonuclease
phrog_13870	phrog_13870	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13870.hmm	baseplate protein
phrog_13892	phrog_13892	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13892.hmm	minor tail protein
phrog_13893	phrog_13893	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13893.hmm	tail protein
phrog_13900	phrog_13900	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13900.hmm	minor head protein
phrog_13901	phrog_13901	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13901.hmm	DNA primase/helicase
phrog_13903	phrog_13903	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13903.hmm	virion structural protein
phrog_13911	phrog_13911	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13911.hmm	virion structural protein
phrog_13912	phrog_13912	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13912.hmm	minor tail protein
phrog_13916	phrog_13916	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13916.hmm	DNA ligase
phrog_13932	phrog_13932	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13932.hmm	co-chaperonin GroES
phrog_13933	phrog_13933	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13933.hmm	nuclease
phrog_13972	phrog_13972	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13972.hmm	DNA ligase
phrog_13977	phrog_13977	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13977.hmm	virion structural protein
phrog_13980	phrog_13980	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13980.hmm	tail fiber protein
phrog_13987	phrog_13987	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13987.hmm	radical SAM domain-containing protein
phrog_13989	phrog_13989	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_13989.hmm	virion structural protein
phrog_14018	phrog_14018	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14018.hmm	major tail protein
phrog_14043	phrog_14043	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14043.hmm	DNA primase
phrog_14048	phrog_14048	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14048.hmm	endolysin
phrog_14063	phrog_14063	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14063.hmm	head scaffolding protein
phrog_14064	phrog_14064	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14064.hmm	tail fiber protein
phrog_14066	phrog_14066	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14066.hmm	virion structural protein
phrog_14074	phrog_14074	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14074.hmm	virion structural protein
phrog_14086	phrog_14086	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14086.hmm	radical SAM domain-containing protein
phrog_14097	phrog_14097	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14097.hmm	HNH endonuclease
phrog_14098	phrog_14098	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14098.hmm	tail protein
phrog_14114	phrog_14114	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14114.hmm	head scaffolding protein
phrog_14117	phrog_14117	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14117.hmm	virion structural protein
phrog_14121	phrog_14121	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14121.hmm	virion structural protein
phrog_14131	phrog_14131	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14131.hmm	DNA binding protein
phrog_14138	phrog_14138	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14138.hmm	minor tail protein
phrog_14154	phrog_14154	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14154.hmm	virion structural protein
phrog_14161	phrog_14161	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14161.hmm	recombinase
phrog_14168	phrog_14168	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14168.hmm	nuclease
phrog_14169	phrog_14169	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14169.hmm	zinc-finger domain protein
phrog_14176	phrog_14176	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14176.hmm	polymerase
phrog_14182	phrog_14182	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14182.hmm	esterase
phrog_14196	phrog_14196	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14196.hmm	phosphohydrolase
phrog_14198	phrog_14198	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14198.hmm	exonuclease
phrog_14207	phrog_14207	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14207.hmm	DNA helicase
phrog_14217	phrog_14217	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14217.hmm	prohead
phrog_14236	phrog_14236	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14236.hmm	tail fiber protein
phrog_14238	phrog_14238	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14238.hmm	RusA-like Holliday junction resolvase
phrog_14242	phrog_14242	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14242.hmm	major head protein
phrog_14260	phrog_14260	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14260.hmm	tail protein
phrog_14268	phrog_14268	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14268.hmm	tail assembly chaperone
phrog_14282	phrog_14282	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14282.hmm	Hoc-like head decoration
phrog_14289	phrog_14289	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14289.hmm	virion structural protein
phrog_14296	phrog_14296	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14296.hmm	DNA primase
phrog_14301	phrog_14301	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14301.hmm	RNA ligase
phrog_14314	phrog_14314	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14314.hmm	HNH endonuclease
phrog_14326	phrog_14326	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14326.hmm	RNA ligase
phrog_14342	phrog_14342	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14342.hmm	lytic tail fiber protein
phrog_14344	phrog_14344	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14344.hmm	nucleotidyltransferase
phrog_14387	phrog_14387	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14387.hmm	HTH DNA binding protein
phrog_14391	phrog_14391	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14391.hmm	major head protein
phrog_14393	phrog_14393	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14393.hmm	hydrolase
phrog_14394	phrog_14394	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14394.hmm	virion structural protein
phrog_14404	phrog_14404	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14404.hmm	baseplate protein
phrog_14417	phrog_14417	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14417.hmm	tail fiber protein; host specificity
phrog_14429	phrog_14429	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14429.hmm	hydrolase
phrog_14437	phrog_14437	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14437.hmm	endonuclease
phrog_14440	phrog_14440	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14440.hmm	virion structural protein
phrog_14441	phrog_14441	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14441.hmm	tail length tape measure protein
phrog_14442	phrog_14442	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14442.hmm	tail protein
phrog_14453	phrog_14453	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14453.hmm	holin
phrog_14458	phrog_14458	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14458.hmm	tail fiber protein
phrog_14467	phrog_14467	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14467.hmm	virion structural protein
phrog_14469	phrog_14469	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14469.hmm	tail fiber protein
phrog_14476	phrog_14476	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14476.hmm	virion structural protein
phrog_14477	phrog_14477	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14477.hmm	helicase
phrog_14478	phrog_14478	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14478.hmm	virion structural protein
phrog_14481	phrog_14481	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14481.hmm	virion structural protein
phrog_14484	phrog_14484	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14484.hmm	virion structural protein
phrog_14488	phrog_14488	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14488.hmm	DNA methyltransferase
phrog_14496	phrog_14496	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14496.hmm	endolysin
phrog_14501	phrog_14501	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14501.hmm	virion structural protein
phrog_14515	phrog_14515	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14515.hmm	HNH endonuclease
phrog_14520	phrog_14520	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14520.hmm	virion structural protein
phrog_14541	phrog_14541	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14541.hmm	virion structural protein
phrog_14543	phrog_14543	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14543.hmm	virion structural protein
phrog_14558	phrog_14558	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14558.hmm	tail spike protein
phrog_14569	phrog_14569	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14569.hmm	virion structural protein
phrog_14572	phrog_14572	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14572.hmm	tail fiber protein
phrog_14578	phrog_14578	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14578.hmm	single strand DNA binding protein
phrog_14592	phrog_14592	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14592.hmm	virion structural protein
phrog_14607	phrog_14607	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14607.hmm	holin/anti-holin
phrog_14614	phrog_14614	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14614.hmm	endolysin
phrog_14619	phrog_14619	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14619.hmm	DNA helicase
phrog_14632	phrog_14632	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14632.hmm	DNA polymerase
phrog_14634	phrog_14634	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14634.hmm	DNA binding protein
phrog_14642	phrog_14642	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14642.hmm	endolysin
phrog_14644	phrog_14644	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14644.hmm	tail protein
phrog_14652	phrog_14652	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14652.hmm	DNA binding protein
phrog_14688	phrog_14688	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14688.hmm	lipoprotein
phrog_14690	phrog_14690	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14690.hmm	cAMP-dependent Kef-type K+ transporter
phrog_14717	phrog_14717	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14717.hmm	tail protein
phrog_14726	phrog_14726	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14726.hmm	tail fiber protein
phrog_14736	phrog_14736	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14736.hmm	HNH endonuclease
phrog_14753	phrog_14753	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14753.hmm	head fiber protein
phrog_14766	phrog_14766	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14766.hmm	tail protein
phrog_14802	phrog_14802	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14802.hmm	virion structural protein
phrog_14847	phrog_14847	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14847.hmm	single strand DNA binding protein
phrog_14857	phrog_14857	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14857.hmm	HTH DNA binding protein
phrog_14859	phrog_14859	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14859.hmm	RNA ligase
phrog_14867	phrog_14867	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14867.hmm	major head protein
phrog_14872	phrog_14872	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14872.hmm	RNA polymerase beta subunit
phrog_14876	phrog_14876	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14876.hmm	DNA polymerase
phrog_14879	phrog_14879	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14879.hmm	tail fiber protein
phrog_14882	phrog_14882	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14882.hmm	virion structural protein
phrog_14883	phrog_14883	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14883.hmm	virion structural protein
phrog_14892	phrog_14892	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14892.hmm	head closure
phrog_14895	phrog_14895	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14895.hmm	tail spike protein
phrog_14901	phrog_14901	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14901.hmm	tail length tape measure protein
phrog_14909	phrog_14909	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_14909.hmm	virion structural protein
