tax_id,parent_id,rank,tax_name,root,kingdom,phylum,class,order,family,genus,species
s__Brevibacillus_massiliensis,g__Brevibacillus,species,s__Brevibacillus_massiliensis,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Brevibacillus,s__Brevibacillus_massiliensis
s__Fusobacterium_sp._CM1,g__Fusobacterium,species,s__Fusobacterium_sp._CM1,Root,d__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium_sp._CM1
g__Finegoldia,f__Clostridiales_Family_XI._Incertae_Sedis,genus,g__Finegoldia,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_Family_XI._Incertae_Sedis,g__Finegoldia,
s__Finegoldia_magna,g__Finegoldia,species,s__Finegoldia_magna,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_Family_XI._Incertae_Sedis,g__Finegoldia,s__Finegoldia_magna
s__Campylobacter_upsaliensis,g__Campylobacter,species,s__Campylobacter_upsaliensis,Root,d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_upsaliensis
g__Terasakiella,f__Methylocystaceae,genus,g__Terasakiella,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylocystaceae,g__Terasakiella,
s__Terasakiella_pusilla,g__Terasakiella,species,s__Terasakiella_pusilla,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylocystaceae,g__Terasakiella,s__Terasakiella_pusilla
s__Sphingomonas_sp._YL-JM2C,g__Sphingomonas,species,s__Sphingomonas_sp._YL-JM2C,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas_sp._YL-JM2C
s__[Eubacterium]_hallii,g__Eubacterium,species,s__[Eubacterium]_hallii,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__[Eubacterium]_hallii
s__Deinococcus_radiodurans,g__Deinococcus,species,s__Deinococcus_radiodurans,Root,d__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus,s__Deinococcus_radiodurans
s__Mycoplasma_glycophilum,g__Mycoplasma,species,s__Mycoplasma_glycophilum,Root,d__Bacteria,p__Tenericutes,c__Mollicutes,o__Mycoplasmatales,f__Mycoplasmataceae,g__Mycoplasma,s__Mycoplasma_glycophilum
g__Metallosphaera,f__Sulfolobaceae,genus,g__Metallosphaera,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Metallosphaera,
s__Metallosphaera_yellowstonensis,g__Metallosphaera,species,s__Metallosphaera_yellowstonensis,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Metallosphaera,s__Metallosphaera_yellowstonensis
g__Thiorhodovibrio,f__Chromatiaceae,genus,g__Thiorhodovibrio,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae,g__Thiorhodovibrio,
s__Thiorhodovibrio_sp._970,g__Thiorhodovibrio,species,s__Thiorhodovibrio_sp._970,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae,g__Thiorhodovibrio,s__Thiorhodovibrio_sp._970
g__Desulfovirgula,f__Thermoanaerobacteraceae,genus,g__Desulfovirgula,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacteraceae,g__Desulfovirgula,
s__Desulfovirgula_thermocuniculi,g__Desulfovirgula,species,s__Desulfovirgula_thermocuniculi,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacteraceae,g__Desulfovirgula,s__Desulfovirgula_thermocuniculi
s__Synechococcus_sp._PCC_7502,g__Synechococcus,species,s__Synechococcus_sp._PCC_7502,Root,d__Bacteria,p__Cyanobacteria,c__[Chroococcales],o__Chroococcales,f__[Synechococcus],g__Synechococcus,s__Synechococcus_sp._PCC_7502
s__Legionella_wadsworthii,g__Legionella,species,s__Legionella_wadsworthii,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,s__Legionella_wadsworthii
s__Deinococcus_sp.,g__Deinococcus,species,s__Deinococcus_sp.,Root,d__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus,s__Deinococcus_sp.
s__Thermodesulfobacterium_hydrogeniphilum,g__Thermodesulfobacterium,species,s__Thermodesulfobacterium_hydrogeniphilum,Root,d__Bacteria,p__Thermodesulfobacteria,c__Thermodesulfobacteria,o__Thermodesulfobacteriales,f__Thermodesulfobacteriaceae,g__Thermodesulfobacterium,s__Thermodesulfobacterium_hydrogeniphilum
g__Terriglobus,f__Acidobacteriaceae,genus,g__Terriglobus,Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__Terriglobus,
s__Terriglobus_sp._TAA_43,g__Terriglobus,species,s__Terriglobus_sp._TAA_43,Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__Terriglobus,s__Terriglobus_sp._TAA_43
s__Prevotella_marshii,g__Prevotella,species,s__Prevotella_marshii,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_marshii
s__Mycoplasma_cloacale,g__Mycoplasma,species,s__Mycoplasma_cloacale,Root,d__Bacteria,p__Tenericutes,c__Mollicutes,o__Mycoplasmatales,f__Mycoplasmataceae,g__Mycoplasma,s__Mycoplasma_cloacale
g__Snodgrassella,f__Neisseriaceae,genus,g__Snodgrassella,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Snodgrassella,
s__Snodgrassella_alvi,g__Snodgrassella,species,s__Snodgrassella_alvi,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Snodgrassella,s__Snodgrassella_alvi
s__Peptoniphilus_sp._oral_taxon_836,g__Peptoniphilus,species,s__Peptoniphilus_sp._oral_taxon_836,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_Family_XI._Incertae_Sedis,g__Peptoniphilus,s__Peptoniphilus_sp._oral_taxon_836
g__Sagittula,f__Rhodobacteraceae,genus,g__Sagittula,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Sagittula,
s__Sagittula_stellata,g__Sagittula,species,s__Sagittula_stellata,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Sagittula,s__Sagittula_stellata
s__Sodalis-like_symbiont_of_Philaenus_spumarius,g__Sodalis,species,s__Sodalis-like_symbiont_of_Philaenus_spumarius,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Sodalis,s__Sodalis-like_symbiont_of_Philaenus_spumarius
g__Thermomonas,f__Lysobacteraceae,genus,g__Thermomonas,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Lysobacterales,f__Lysobacteraceae,g__Thermomonas,
s__Thermomonas_fusca,g__Thermomonas,species,s__Thermomonas_fusca,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Lysobacterales,f__Lysobacteraceae,g__Thermomonas,s__Thermomonas_fusca
s__Mycoplasma_collis,g__Mycoplasma,species,s__Mycoplasma_collis,Root,d__Bacteria,p__Tenericutes,c__Mollicutes,o__Mycoplasmatales,f__Mycoplasmataceae,g__Mycoplasma,s__Mycoplasma_collis
g__Melitea,f__Alteromonadaceae,genus,g__Melitea,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Melitea,
s__Melitea_salexigens,g__Melitea,species,s__Melitea_salexigens,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Melitea,s__Melitea_salexigens
g__Hirschia,f__Hyphomonadaceae,genus,g__Hirschia,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Hyphomonadaceae,g__Hirschia,
s__Hirschia_maritima,g__Hirschia,species,s__Hirschia_maritima,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Hyphomonadaceae,g__Hirschia,s__Hirschia_maritima
s__Flexibacter_roseolus,g__Flexibacter,species,s__Flexibacter_roseolus,Root,d__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Flexibacter,s__Flexibacter_roseolus
s__Mycobacterium_africanum,g__Mycobacterium,species,s__Mycobacterium_africanum,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Mycobacteriaceae,g__Mycobacterium,s__Mycobacterium_africanum
g__Gulosibacter,f__Microbacteriaceae,genus,g__Gulosibacter,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Gulosibacter,
s__Gulosibacter_molinativorax,g__Gulosibacter,species,s__Gulosibacter_molinativorax,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Gulosibacter,s__Gulosibacter_molinativorax
s__Lactobacillus_sp._ASF360,g__Lactobacillus,species,s__Lactobacillus_sp._ASF360,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus_sp._ASF360
s__Brevibacterium_album,g__Brevibacterium,species,s__Brevibacterium_album,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium_album
o__[Luminiphilus],c__Gammaproteobacteria,order,o__[Luminiphilus],Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__[Luminiphilus],,,
f__[Luminiphilus],o__[Luminiphilus],family,f__[Luminiphilus],Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__[Luminiphilus],f__[Luminiphilus],,
g__Luminiphilus,f__[Luminiphilus],genus,g__Luminiphilus,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__[Luminiphilus],f__[Luminiphilus],g__Luminiphilus,
s__Luminiphilus_syltensis,g__Luminiphilus,species,s__Luminiphilus_syltensis,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__[Luminiphilus],f__[Luminiphilus],g__Luminiphilus,s__Luminiphilus_syltensis
g__Gaetbulibacter,f__Flavobacteriaceae,genus,g__Gaetbulibacter,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Gaetbulibacter,
s__Gaetbulibacter_saemankumensis,g__Gaetbulibacter,species,s__Gaetbulibacter_saemankumensis,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Gaetbulibacter,s__Gaetbulibacter_saemankumensis
s__Flavobacterium_subsaxonicum,g__Flavobacterium,species,s__Flavobacterium_subsaxonicum,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__Flavobacterium_subsaxonicum
s__Methanocorpusculum_bavaricum,g__Methanocorpusculum,species,s__Methanocorpusculum_bavaricum,Root,d__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanocorpusculaceae,g__Methanocorpusculum,s__Methanocorpusculum_bavaricum
f__[Gemella],o__Bacillales,family,f__[Gemella],Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__[Gemella],,
g__Gemella,f__[Gemella],genus,g__Gemella,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__[Gemella],g__Gemella,
s__Gemella_sanguinis,g__Gemella,species,s__Gemella_sanguinis,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__[Gemella],g__Gemella,s__Gemella_sanguinis
f__[Sphaerotilus],o__Burkholderiales,family,f__[Sphaerotilus],Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__[Sphaerotilus],,
g__Sphaerotilus,f__[Sphaerotilus],genus,g__Sphaerotilus,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__[Sphaerotilus],g__Sphaerotilus,
s__Sphaerotilus_natans,g__Sphaerotilus,species,s__Sphaerotilus_natans,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__[Sphaerotilus],g__Sphaerotilus,s__Sphaerotilus_natans
s__Pseudoclavibacter_faecalis,g__Pseudoclavibacter,species,s__Pseudoclavibacter_faecalis,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Pseudoclavibacter,s__Pseudoclavibacter_faecalis
g__Buttiauxella,f__Enterobacteriaceae,genus,g__Buttiauxella,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Buttiauxella,
s__Buttiauxella_agrestis,g__Buttiauxella,species,s__Buttiauxella_agrestis,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Buttiauxella,s__Buttiauxella_agrestis
s__Caloramator_fervidus,g__Caloramator,species,s__Caloramator_fervidus,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Caloramator,s__Caloramator_fervidus
s__Thiothrix_nivea,g__Thiothrix,species,s__Thiothrix_nivea,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Thiotrichaceae,g__Thiothrix,s__Thiothrix_nivea
s__Corynebacterium_mastitidis,g__Corynebacterium,species,s__Corynebacterium_mastitidis,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_mastitidis
g__[Clostridiaceae_bacterium_L21-TH-D2],f__Clostridiaceae,genus,g__[Clostridiaceae_bacterium_L21-TH-D2],Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__[Clostridiaceae_bacterium_L21-TH-D2],
s__Clostridiaceae_bacterium_L21-TH-D2,g__[Clostridiaceae_bacterium_L21-TH-D2],species,s__Clostridiaceae_bacterium_L21-TH-D2,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__[Clostridiaceae_bacterium_L21-TH-D2],s__Clostridiaceae_bacterium_L21-TH-D2
f__[Clostridiales_bacterium_VE202-07],o__Clostridiales,family,f__[Clostridiales_bacterium_VE202-07],Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Clostridiales_bacterium_VE202-07],,
g__[Clostridiales_bacterium_VE202-07],f__[Clostridiales_bacterium_VE202-07],genus,g__[Clostridiales_bacterium_VE202-07],Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Clostridiales_bacterium_VE202-07],g__[Clostridiales_bacterium_VE202-07],
s__Clostridiales_bacterium_VE202-07,g__[Clostridiales_bacterium_VE202-07],species,s__Clostridiales_bacterium_VE202-07,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Clostridiales_bacterium_VE202-07],g__[Clostridiales_bacterium_VE202-07],s__Clostridiales_bacterium_VE202-07
f__[Clostridiales_bacterium_VE202-06],o__Clostridiales,family,f__[Clostridiales_bacterium_VE202-06],Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Clostridiales_bacterium_VE202-06],,
g__[Clostridiales_bacterium_VE202-06],f__[Clostridiales_bacterium_VE202-06],genus,g__[Clostridiales_bacterium_VE202-06],Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Clostridiales_bacterium_VE202-06],g__[Clostridiales_bacterium_VE202-06],
s__Clostridiales_bacterium_VE202-06,g__[Clostridiales_bacterium_VE202-06],species,s__Clostridiales_bacterium_VE202-06,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Clostridiales_bacterium_VE202-06],g__[Clostridiales_bacterium_VE202-06],s__Clostridiales_bacterium_VE202-06
f__[Clostridiales_bacterium_VE202-04],o__Clostridiales,family,f__[Clostridiales_bacterium_VE202-04],Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Clostridiales_bacterium_VE202-04],,
g__[Clostridiales_bacterium_VE202-04],f__[Clostridiales_bacterium_VE202-04],genus,g__[Clostridiales_bacterium_VE202-04],Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Clostridiales_bacterium_VE202-04],g__[Clostridiales_bacterium_VE202-04],
s__Clostridiales_bacterium_VE202-04,g__[Clostridiales_bacterium_VE202-04],species,s__Clostridiales_bacterium_VE202-04,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Clostridiales_bacterium_VE202-04],g__[Clostridiales_bacterium_VE202-04],s__Clostridiales_bacterium_VE202-04
f__[Clostridiales_bacterium_VE202-01],o__Clostridiales,family,f__[Clostridiales_bacterium_VE202-01],Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Clostridiales_bacterium_VE202-01],,
g__[Clostridiales_bacterium_VE202-01],f__[Clostridiales_bacterium_VE202-01],genus,g__[Clostridiales_bacterium_VE202-01],Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Clostridiales_bacterium_VE202-01],g__[Clostridiales_bacterium_VE202-01],
s__Clostridiales_bacterium_VE202-01,g__[Clostridiales_bacterium_VE202-01],species,s__Clostridiales_bacterium_VE202-01,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Clostridiales_bacterium_VE202-01],g__[Clostridiales_bacterium_VE202-01],s__Clostridiales_bacterium_VE202-01
s__Treponema_bryantii,g__Treponema,species,s__Treponema_bryantii,Root,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema_bryantii
o__[alpha_proteobacterium_Mf_1.05b.01],c__Alphaproteobacteria,order,o__[alpha_proteobacterium_Mf_1.05b.01],Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__[alpha_proteobacterium_Mf_1.05b.01],,,
f__[alpha_proteobacterium_Mf_1.05b.01],o__[alpha_proteobacterium_Mf_1.05b.01],family,f__[alpha_proteobacterium_Mf_1.05b.01],Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__[alpha_proteobacterium_Mf_1.05b.01],f__[alpha_proteobacterium_Mf_1.05b.01],,
g__[alpha_proteobacterium_Mf_1.05b.01],f__[alpha_proteobacterium_Mf_1.05b.01],genus,g__[alpha_proteobacterium_Mf_1.05b.01],Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__[alpha_proteobacterium_Mf_1.05b.01],f__[alpha_proteobacterium_Mf_1.05b.01],g__[alpha_proteobacterium_Mf_1.05b.01],
s__alpha_proteobacterium_Mf_1.05b.01,g__[alpha_proteobacterium_Mf_1.05b.01],species,s__alpha_proteobacterium_Mf_1.05b.01,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__[alpha_proteobacterium_Mf_1.05b.01],f__[alpha_proteobacterium_Mf_1.05b.01],g__[alpha_proteobacterium_Mf_1.05b.01],s__alpha_proteobacterium_Mf_1.05b.01
f__Bacteriovoracaceae,o__Bdellovibrionales,family,f__Bacteriovoracaceae,Root,d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bacteriovoracaceae,,
g__Bacteriovorax,f__Bacteriovoracaceae,genus,g__Bacteriovorax,Root,d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bacteriovoracaceae,g__Bacteriovorax,
s__Bacteriovorax_sp._BSW11_IV,g__Bacteriovorax,species,s__Bacteriovorax_sp._BSW11_IV,Root,d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bacteriovoracaceae,g__Bacteriovorax,s__Bacteriovorax_sp._BSW11_IV
s__Exiguobacterium_pavilionensis,g__Exiguobacterium,species,s__Exiguobacterium_pavilionensis,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__[Exiguobacterium],g__Exiguobacterium,s__Exiguobacterium_pavilionensis
g__Thalassobium,f__Rhodobacteraceae,genus,g__Thalassobium,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Thalassobium,
s__Thalassobium_sp._R2A62,g__Thalassobium,species,s__Thalassobium_sp._R2A62,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Thalassobium,s__Thalassobium_sp._R2A62
g__Wohlfahrtiimonas,f__Lysobacteraceae,genus,g__Wohlfahrtiimonas,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Lysobacterales,f__Lysobacteraceae,g__Wohlfahrtiimonas,
s__Wohlfahrtiimonas_chitiniclastica,g__Wohlfahrtiimonas,species,s__Wohlfahrtiimonas_chitiniclastica,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Lysobacterales,f__Lysobacteraceae,g__Wohlfahrtiimonas,s__Wohlfahrtiimonas_chitiniclastica
s__Capnocytophaga_granulosa,g__Capnocytophaga,species,s__Capnocytophaga_granulosa,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga_granulosa
s__Xanthomonas_albilineans,g__Xanthomonas,species,s__Xanthomonas_albilineans,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Xanthomonas,s__Xanthomonas_albilineans
s__Porphyromonas_gingivicanis,g__Porphyromonas,species,s__Porphyromonas_gingivicanis,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas_gingivicanis
o__[Calyptogena_okutanii_thioautotrophic_gill_symbiont],c__Gammaproteobacteria,order,o__[Calyptogena_okutanii_thioautotrophic_gill_symbiont],Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__[Calyptogena_okutanii_thioautotrophic_gill_symbiont],,,
f__[Calyptogena_okutanii_thioautotrophic_gill_symbiont],o__[Calyptogena_okutanii_thioautotrophic_gill_symbiont],family,f__[Calyptogena_okutanii_thioautotrophic_gill_symbiont],Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__[Calyptogena_okutanii_thioautotrophic_gill_symbiont],f__[Calyptogena_okutanii_thioautotrophic_gill_symbiont],,
g__[Calyptogena_okutanii_thioautotrophic_gill_symbiont],f__[Calyptogena_okutanii_thioautotrophic_gill_symbiont],genus,g__[Calyptogena_okutanii_thioautotrophic_gill_symbiont],Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__[Calyptogena_okutanii_thioautotrophic_gill_symbiont],f__[Calyptogena_okutanii_thioautotrophic_gill_symbiont],g__[Calyptogena_okutanii_thioautotrophic_gill_symbiont],
s__Calyptogena_okutanii_thioautotrophic_gill_symbiont,g__[Calyptogena_okutanii_thioautotrophic_gill_symbiont],species,s__Calyptogena_okutanii_thioautotrophic_gill_symbiont,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__[Calyptogena_okutanii_thioautotrophic_gill_symbiont],f__[Calyptogena_okutanii_thioautotrophic_gill_symbiont],g__[Calyptogena_okutanii_thioautotrophic_gill_symbiont],s__Calyptogena_okutanii_thioautotrophic_gill_symbiont
g__Caldicellulosiruptor,f__Thermoanaerobacterales_Family_III._Incertae_Sedis,genus,g__Caldicellulosiruptor,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacterales_Family_III._Incertae_Sedis,g__Caldicellulosiruptor,
s__Caldicellulosiruptor_saccharolyticus,g__Caldicellulosiruptor,species,s__Caldicellulosiruptor_saccharolyticus,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacterales_Family_III._Incertae_Sedis,g__Caldicellulosiruptor,s__Caldicellulosiruptor_saccharolyticus
s__Oceanicola_sp._S124,g__Oceanicola,species,s__Oceanicola_sp._S124,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Oceanicola,s__Oceanicola_sp._S124
s__Candidatus_Liberibacter_americanus,g__Candidatus_Liberibacter,species,s__Candidatus_Liberibacter_americanus,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Candidatus_Liberibacter,s__Candidatus_Liberibacter_americanus
s__Anaplasma_phagocytophilum,g__Anaplasma,species,s__Anaplasma_phagocytophilum,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Anaplasmataceae,g__Anaplasma,s__Anaplasma_phagocytophilum
s__Xanthomonas_sp._M97,g__Xanthomonas,species,s__Xanthomonas_sp._M97,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Xanthomonas,s__Xanthomonas_sp._M97
s__[Clostridium]_clariflavum,g__Ruminiclostridium,species,s__[Clostridium]_clariflavum,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminiclostridium,s__[Clostridium]_clariflavum
g__[Clostridiales_bacterium_S7-1-4],f__Clostridiales_Family_XI._Incertae_Sedis,genus,g__[Clostridiales_bacterium_S7-1-4],Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_Family_XI._Incertae_Sedis,g__[Clostridiales_bacterium_S7-1-4],
s__Clostridiales_bacterium_S7-1-4,g__[Clostridiales_bacterium_S7-1-4],species,s__Clostridiales_bacterium_S7-1-4,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_Family_XI._Incertae_Sedis,g__[Clostridiales_bacterium_S7-1-4],s__Clostridiales_bacterium_S7-1-4
g__[Lachnospiraceae_bacterium_YSB2008],f__Lachnospiraceae,genus,g__[Lachnospiraceae_bacterium_YSB2008],Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__[Lachnospiraceae_bacterium_YSB2008],
