tax_id,parent_id,rank,tax_name,root,kingdom,phylum,class,order,family,genus,species
g__Meiothermus,f__Thermaceae,genus,g__Meiothermus,Root,k__Bacteria,p__Thermi,c__Deinococci,o__Thermales,f__Thermaceae,g__Meiothermus,
c__Methanococci,p__Euryarchaeota,class,c__Methanococci,Root,k__Archaea,p__Euryarchaeota,c__Methanococci,,,,
o__Methanococcales,c__Methanococci,order,o__Methanococcales,Root,k__Archaea,p__Euryarchaeota,c__Methanococci,o__Methanococcales,,,
f__Methanocaldococcaceae,o__Methanococcales,family,f__Methanocaldococcaceae,Root,k__Archaea,p__Euryarchaeota,c__Methanococci,o__Methanococcales,f__Methanocaldococcaceae,,
g__Methanocaldococcus,f__Methanocaldococcaceae,genus,g__Methanocaldococcus,Root,k__Archaea,p__Euryarchaeota,c__Methanococci,o__Methanococcales,f__Methanocaldococcaceae,g__Methanocaldococcus,
f__Methanococcaceae,o__Methanococcales,family,f__Methanococcaceae,Root,k__Archaea,p__Euryarchaeota,c__Methanococci,o__Methanococcales,f__Methanococcaceae,,
g__Methanococcus,f__Methanococcaceae,genus,g__Methanococcus,Root,k__Archaea,p__Euryarchaeota,c__Methanococci,o__Methanococcales,f__Methanococcaceae,g__Methanococcus,
o__Methanosarcinales,c__Methanomicrobia,order,o__Methanosarcinales,Root,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,,,
f__Methanosarcinaceae,o__Methanosarcinales,family,f__Methanosarcinaceae,Root,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinaceae,,
g__Ectothiorhodospira,f__Ectothiorhodospiraceae,genus,g__Ectothiorhodospira,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Ectothiorhodospiraceae,g__Ectothiorhodospira,
g__Novosphingobium,f__Sphingomonadaceae,genus,g__Novosphingobium,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Novosphingobium,
f__Rhizobiaceae,o__Rhizobiales,family,f__Rhizobiaceae,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,,
g__Agrobacterium,f__Rhizobiaceae,genus,g__Agrobacterium,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Agrobacterium,
f__Sulfobacillaceae,o__Clostridiales,family,f__Sulfobacillaceae,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Sulfobacillaceae,,
g__Sulfobacillus,f__Sulfobacillaceae,genus,g__Sulfobacillus,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Sulfobacillaceae,g__Sulfobacillus,
g__Hymenobacter,f__Cytophagaceae,genus,g__Hymenobacter,Root,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Hymenobacter,
o__Myxococcales,c__Deltaproteobacteria,order,o__Myxococcales,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,,,
f__Myxococcaceae,o__Myxococcales,family,f__Myxococcaceae,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Myxococcaceae,,
g__Myxococcus,f__Myxococcaceae,genus,g__Myxococcus,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Myxococcaceae,g__Myxococcus,
o__Nitrosomonadales,c__Betaproteobacteria,order,o__Nitrosomonadales,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Nitrosomonadales,,,
f__Nitrosomonadaceae,o__Nitrosomonadales,family,f__Nitrosomonadaceae,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Nitrosomonadales,f__Nitrosomonadaceae,,
g__Nitrosomonas,f__Nitrosomonadaceae,genus,g__Nitrosomonas,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Nitrosomonadales,f__Nitrosomonadaceae,g__Nitrosomonas,
g__Mesorhizobium,f__Phyllobacteriaceae,genus,g__Mesorhizobium,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,g__Mesorhizobium,
c__Verrucomicrobiae,p__Verrucomicrobia,class,c__Verrucomicrobiae,Root,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,,,,
o__Verrucomicrobiales,c__Verrucomicrobiae,order,o__Verrucomicrobiales,Root,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,,,
f__Verrucomicrobiaceae,o__Verrucomicrobiales,family,f__Verrucomicrobiaceae,Root,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,,
f__Rikenellaceae,o__Bacteroidales,family,f__Rikenellaceae,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,,
g__Alistipes,f__Rikenellaceae,genus,g__Alistipes,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,
o__[Dermatophilales],c__Actinobacteria,order,o__[Dermatophilales],Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__[Dermatophilales],,,
f__Dermacoccaceae,o__[Dermatophilales],family,f__Dermacoccaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__[Dermatophilales],f__Dermacoccaceae,,
f__Methylobacteriaceae,o__Rhizobiales,family,f__Methylobacteriaceae,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylobacteriaceae,,
g__Methylobacterium,f__Methylobacteriaceae,genus,g__Methylobacterium,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylobacteriaceae,g__Methylobacterium,
f__Methylocystaceae,o__Rhizobiales,family,f__Methylocystaceae,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylocystaceae,,
g__Methylocystis,f__Methylocystaceae,genus,g__Methylocystis,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylocystaceae,g__Methylocystis,
o__Frankiales,c__Actinobacteria,order,o__Frankiales,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Frankiales,,,
f__Frankiaceae,o__Frankiales,family,f__Frankiaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Frankiales,f__Frankiaceae,,
g__Frankia,f__Frankiaceae,genus,g__Frankia,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Frankiales,f__Frankiaceae,g__Frankia,
f__Pseudomonadaceae,o__Pseudomonadales,family,f__Pseudomonadaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,,
g__Pseudomonas,f__Pseudomonadaceae,genus,g__Pseudomonas,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,
o__Rickettsiales,c__Alphaproteobacteria,order,o__Rickettsiales,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,,,
f__Rickettsiaceae,o__Rickettsiales,family,f__Rickettsiaceae,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Rickettsiaceae,,
g__Wolbachia,f__Rickettsiaceae,genus,g__Wolbachia,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Rickettsiaceae,g__Wolbachia,
g__Congregibacter,f__Alteromonadaceae,genus,g__Congregibacter,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Congregibacter,
g__Sphingobium,f__Sphingomonadaceae,genus,g__Sphingobium,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingobium,
f__Flammeovirgaceae,o__Cytophagales,family,f__Flammeovirgaceae,Root,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Flammeovirgaceae,,
s__coryniformis,g__Lactobacillus,species,s__coryniformis,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__coryniformis
o__Catenulisporales,c__Actinobacteria,order,o__Catenulisporales,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Catenulisporales,,,
g__Pediococcus,f__Lactobacillaceae,genus,g__Pediococcus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Pediococcus,
g__Sulfurospirillum,f__Campylobacteraceae,genus,g__Sulfurospirillum,Root,k__Bacteria,p__[Epsilonae],c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Sulfurospirillum,
g__Anaerostipes,f__Lachnospiraceae,genus,g__Anaerostipes,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Anaerostipes,
f__Cyclobacteriaceae,o__Cytophagales,family,f__Cyclobacteriaceae,Root,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cyclobacteriaceae,,
g__Echinicola,f__Cyclobacteriaceae,genus,g__Echinicola,Root,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cyclobacteriaceae,g__Echinicola,
o__Chloroflexales,c__Chloroflexi,order,o__Chloroflexales,Root,k__Bacteria,p__Chloroflexi,c__Chloroflexi,o__Chloroflexales,,,
g__Collinsella,f__Coriobacteriaceae,genus,g__Collinsella,Root,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,
g__Polaribacter,f__Flavobacteriaceae,genus,g__Polaribacter,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Polaribacter,
f__Veillonellaceae,o__Clostridiales,family,f__Veillonellaceae,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,,
g__Megasphaera,f__Veillonellaceae,genus,g__Megasphaera,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Megasphaera,
o__Micromonosporales,c__Actinobacteria,order,o__Micromonosporales,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,,,
f__Micromonosporaceae,o__Micromonosporales,family,f__Micromonosporaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,,
g__Micromonospora,f__Micromonosporaceae,genus,g__Micromonospora,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__Micromonospora,
s__aurantiaca,g__Micromonospora,species,s__aurantiaca,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__Micromonospora,s__aurantiaca
o__Xanthomonadales,c__Gammaproteobacteria,order,o__Xanthomonadales,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,,,
f__Xanthomonadaceae,o__Xanthomonadales,family,f__Xanthomonadaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,,
g__Xanthomonas,f__Xanthomonadaceae,genus,g__Xanthomonas,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Xanthomonas,
g__Thermocrispum,f__Pseudonocardiaceae,genus,g__Thermocrispum,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Thermocrispum,
o__Oceanospirillales,c__Gammaproteobacteria,order,o__Oceanospirillales,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,,,
f__Oceanospirillaceae,o__Oceanospirillales,family,f__Oceanospirillaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Oceanospirillaceae,,
g__Yersinia,f__Enterobacteriaceae,genus,g__Yersinia,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Yersinia,
f__Halobacteroidaceae,o__Halanaerobiales,family,f__Halobacteroidaceae,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Halanaerobiales,f__Halobacteroidaceae,,
g__Atopobium,f__Coriobacteriaceae,genus,g__Atopobium,Root,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Atopobium,
g__Teredinibacter,f__Alteromonadaceae,genus,g__Teredinibacter,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Teredinibacter,
s__turnerae,g__Teredinibacter,species,s__turnerae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Teredinibacter,s__turnerae
g__Delftia,f__Comamonadaceae,genus,g__Delftia,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Delftia,
o__Desulfobacterales,c__Deltaproteobacteria,order,o__Desulfobacterales,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfobacterales,,,
f__Desulfobacteraceae,o__Desulfobacterales,family,f__Desulfobacteraceae,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfobacterales,f__Desulfobacteraceae,,
g__Desulfococcus,f__Desulfobacteraceae,genus,g__Desulfococcus,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfobacterales,f__Desulfobacteraceae,g__Desulfococcus,
c__Thermococci,p__Euryarchaeota,class,c__Thermococci,Root,k__Archaea,p__Euryarchaeota,c__Thermococci,,,,
o__Thermococcales,c__Thermococci,order,o__Thermococcales,Root,k__Archaea,p__Euryarchaeota,c__Thermococci,o__Thermococcales,,,
f__Thermococcaceae,o__Thermococcales,family,f__Thermococcaceae,Root,k__Archaea,p__Euryarchaeota,c__Thermococci,o__Thermococcales,f__Thermococcaceae,,
f__Chloroflexaceae,o__Chloroflexales,family,f__Chloroflexaceae,Root,k__Bacteria,p__Chloroflexi,c__Chloroflexi,o__Chloroflexales,f__Chloroflexaceae,,
g__Chloroflexus,f__Chloroflexaceae,genus,g__Chloroflexus,Root,k__Bacteria,p__Chloroflexi,c__Chloroflexi,o__Chloroflexales,f__Chloroflexaceae,g__Chloroflexus,
g__Abiotrophia,f__Lachnospiraceae,genus,g__Abiotrophia,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Abiotrophia,
g__Vulcanisaeta,f__Thermoproteaceae,genus,g__Vulcanisaeta,Root,k__Archaea,p__Crenarchaeota,c__Crenarchaeota,o__Thermoproteales,f__Thermoproteaceae,g__Vulcanisaeta,
f__Brucellaceae,o__Rhizobiales,family,f__Brucellaceae,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Brucellaceae,,
g__Brucella,f__Brucellaceae,genus,g__Brucella,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Brucellaceae,g__Brucella,
g__Thermococcus,f__Thermococcaceae,genus,g__Thermococcus,Root,k__Archaea,p__Euryarchaeota,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Thermococcus,
g__Actinoplanes,f__Micromonosporaceae,genus,g__Actinoplanes,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__Actinoplanes,
f__Aurantimonadaceae,o__Rhizobiales,family,f__Aurantimonadaceae,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Aurantimonadaceae,,
g__Porphyromonas,f__Porphyromonadaceae,genus,g__Porphyromonas,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,
g__Candidatus_Blochmannia,f__Enterobacteriaceae,genus,g__Candidatus_Blochmannia,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Candidatus_Blochmannia,
f__Francisellaceae,o__Thiotrichales,family,f__Francisellaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Francisellaceae,,
o__Desulfurococcales,c__Crenarchaeota,order,o__Desulfurococcales,Root,k__Archaea,p__Crenarchaeota,c__Crenarchaeota,o__Desulfurococcales,,,
f__Desulfurococcaceae,o__Desulfurococcales,family,f__Desulfurococcaceae,Root,k__Archaea,p__Crenarchaeota,c__Crenarchaeota,o__Desulfurococcales,f__Desulfurococcaceae,,
g__Desulfurococcus,f__Desulfurococcaceae,genus,g__Desulfurococcus,Root,k__Archaea,p__Crenarchaeota,c__Crenarchaeota,o__Desulfurococcales,f__Desulfurococcaceae,g__Desulfurococcus,
f__Desulfovibrionaceae,o__Desulfovibrionales,family,f__Desulfovibrionaceae,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,,
g__Lawsonia,f__Desulfovibrionaceae,genus,g__Lawsonia,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Lawsonia,
g__Lachnoclostridium,f__Lachnospiraceae,genus,g__Lachnoclostridium,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoclostridium,
o__Micrococcales,c__Actinobacteria,order,o__Micrococcales,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,,,
f__Microbacteriaceae,o__Micrococcales,family,f__Microbacteriaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,,
g__Leifsonia,f__Microbacteriaceae,genus,g__Leifsonia,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Leifsonia,
g__Oenococcus,f__Lactobacillaceae,genus,g__Oenococcus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Oenococcus,
s__oeni,g__Oenococcus,species,s__oeni,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Oenococcus,s__oeni
g__Paracoccus,f__Rhodobacteraceae,genus,g__Paracoccus,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Paracoccus,
o__Propionibacteriales,c__Actinobacteria,order,o__Propionibacteriales,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,,,
f__Nocardioidaceae,o__Propionibacteriales,family,f__Nocardioidaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,,
g__Nocardioides,f__Nocardioidaceae,genus,g__Nocardioides,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,
o__Desulfuromonadales,c__Deltaproteobacteria,order,o__Desulfuromonadales,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfuromonadales,,,
f__Geobacteraceae,o__Desulfuromonadales,family,f__Geobacteraceae,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfuromonadales,f__Geobacteraceae,,
g__Geobacter,f__Geobacteraceae,genus,g__Geobacter,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfuromonadales,f__Geobacteraceae,g__Geobacter,
g__Actinopolyspora,f__Pseudonocardiaceae,genus,g__Actinopolyspora,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Actinopolyspora,
g__Coprococcus,f__Lachnospiraceae,genus,g__Coprococcus,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Coprococcus,
f__Alcanivoraceae,o__Oceanospirillales,family,f__Alcanivoraceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Alcanivoraceae,,
g__Alcanivorax,f__Alcanivoraceae,genus,g__Alcanivorax,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Alcanivoraceae,g__Alcanivorax,
o__Pirellulales,c__Planctomycetia,order,o__Pirellulales,Root,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Pirellulales,,,
o__Entomoplasmatales,c__Mollicutes,order,o__Entomoplasmatales,Root,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Entomoplasmatales,,,
f__Entomoplasmataceae,o__Entomoplasmatales,family,f__Entomoplasmataceae,Root,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Entomoplasmatales,f__Entomoplasmataceae,,
g__Cronobacter,f__Enterobacteriaceae,genus,g__Cronobacter,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Cronobacter,
g__Labrenzia,f__Rhodobacteraceae,genus,g__Labrenzia,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Labrenzia,
f__Staphylococcaceae,o__Bacillales,family,f__Staphylococcaceae,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,,
g__Staphylococcus,f__Staphylococcaceae,genus,g__Staphylococcus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,
s__aureus,g__Staphylococcus,species,s__aureus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__aureus
g__Escherichia,f__Enterobacteriaceae,genus,g__Escherichia,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Escherichia,
f__Leptotrichaceae,o__Fusobacteriales,order,f__Leptotrichaceae,Root,k__Bacteria,p__Fusobacteria,o__Fusobacteriales,f__Leptotrichaceae,,,
g__Leptotrichia,f__Leptotrichaceae,family,g__Leptotrichia,Root,k__Bacteria,p__Fusobacteria,o__Fusobacteriales,f__Leptotrichaceae,g__Leptotrichia,,
s__rhamnosus,g__Lactobacillus,species,s__rhamnosus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__rhamnosus
o__[Cellulomonadales],c__Actinobacteria,order,o__[Cellulomonadales],Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__[Cellulomonadales],,,
g__Kangiella,f__Alcanivoraceae,genus,g__Kangiella,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Alcanivoraceae,g__Kangiella,
f__Alcaligenaceae,o__Burkholderiales,family,f__Alcaligenaceae,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,,
g__Alcaligenes_Achromobacter,f__Alcaligenaceae,genus,g__Alcaligenes_Achromobacter,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Alcaligenes_Achromobacter,
o__Thermoanaerobacterales,c__Clostridia,order,o__Thermoanaerobacterales,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,,,
f__[Thermovenabulaceae],o__Thermoanaerobacterales,family,f__[Thermovenabulaceae],Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__[Thermovenabulaceae],,
f__Thermoanaerobacteraceae,o__Clostridiales,family,f__Thermoanaerobacteraceae,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Thermoanaerobacteraceae,,
s__parauberis,g__Streptococcus,species,s__parauberis,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__parauberis
s__parasanguinis,g__Streptococcus,species,s__parasanguinis,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__parasanguinis
g__Gardnerella,f__Bifidobacteriaceae,genus,g__Gardnerella,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Gardnerella,
s__vaginalis,g__Gardnerella,species,s__vaginalis,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Gardnerella,s__vaginalis
s__periodonticum,g__Fusobacterium,genus,s__periodonticum,Root,k__Bacteria,p__Fusobacteria,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__periodonticum,
g__Alteromonas,f__Alteromonadaceae,genus,g__Alteromonas,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Alteromonas,
g__Serratia,f__Enterobacteriaceae,genus,g__Serratia,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Serratia,
f__[Weeksellaceae],o__Flavobacteriales,family,f__[Weeksellaceae],Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__[Weeksellaceae],,
g__Taylorella,f__Alcaligenaceae,genus,g__Taylorella,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Taylorella,
g__Selenomonas,f__Veillonellaceae,genus,g__Selenomonas,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Selenomonas,
s__casseliflavus,g__Enterococcus,species,s__casseliflavus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus,s__casseliflavus
s__matruchotii,g__Corynebacterium,species,s__matruchotii,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__matruchotii
c__Thermomicrobia,p__Chloroflexi,class,c__Thermomicrobia,Root,k__Bacteria,p__Chloroflexi,c__Thermomicrobia,,,,
o__Sphaerobacterales,c__Thermomicrobia,order,o__Sphaerobacterales,Root,k__Bacteria,p__Chloroflexi,c__Thermomicrobia,o__Sphaerobacterales,,,
g__Oscillibacter,f__Oscillospiraceae,genus,g__Oscillibacter,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Oscillospiraceae,g__Oscillibacter,
f__[Odoribacteraceae],o__Bacteroidales,family,f__[Odoribacteraceae],Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__[Odoribacteraceae],,
g__Odoribacter,f__[Odoribacteraceae],genus,g__Odoribacter,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__[Odoribacteraceae],g__Odoribacter,
